x y
-1.250000000000000000e-01 -7.499999999999998335e-02
1.250000000000000278e-01 -7.499999999999998335e-02
1.750000000000000167e-01 -7.499999999999998335e-02
-1.749999999999999889e-01 -2.499999999999999445e-02
-1.250000000000000000e-01 -2.499999999999999445e-02
1.250000000000000278e-01 -2.499999999999999445e-02
1.750000000000000167e-01 -2.499999999999999445e-02
-1.749999999999999889e-01 2.499999999999999445e-02
-1.250000000000000000e-01 2.499999999999999445e-02
1.250000000000000278e-01 2.499999999999999445e-02
1.750000000000000167e-01 2.499999999999999445e-02
-1.749999999999999889e-01 7.500000000000003886e-02
-1.250000000000000000e-01 7.500000000000003886e-02
1.250000000000000278e-01 7.500000000000003886e-02
1.750000000000000167e-01 7.500000000000003886e-02
-1.749999999999999889e-01 1.250000000000000278e-01
-1.250000000000000000e-01 1.250000000000000278e-01
-7.499999999999998335e-02 1.250000000000000278e-01
-2.499999999999999445e-02 1.250000000000000278e-01
2.499999999999999445e-02 1.250000000000000278e-01
7.500000000000003886e-02 1.250000000000000278e-01
1.250000000000000278e-01 1.250000000000000278e-01
1.750000000000000167e-01 1.250000000000000278e-01
-1.250000000000000000e-01 1.750000000000000167e-01
-7.499999999999998335e-02 1.750000000000000167e-01
-2.499999999999999445e-02 1.750000000000000167e-01
2.499999999999999445e-02 1.750000000000000167e-01
7.500000000000003886e-02 1.750000000000000167e-01
1.250000000000000278e-01 1.750000000000000167e-01
-6.250000000000000000e-02 -8.749999999999999445e-02
-3.749999999999999167e-02 -8.749999999999999445e-02
-1.249999999999999722e-02 -8.749999999999999445e-02
1.249999999999999722e-02 -8.749999999999999445e-02
3.750000000000001943e-02 -8.749999999999999445e-02
6.250000000000001388e-02 -8.749999999999999445e-02
-8.749999999999999445e-02 -6.250000000000000000e-02
-6.250000000000000000e-02 -6.250000000000000000e-02
-3.749999999999999167e-02 -6.250000000000000000e-02
-1.249999999999999722e-02 -6.250000000000000000e-02
1.249999999999999722e-02 -6.250000000000000000e-02
3.750000000000001943e-02 -6.250000000000000000e-02
6.250000000000001388e-02 -6.250000000000000000e-02
8.750000000000000833e-02 -6.250000000000000000e-02
-8.749999999999999445e-02 -3.749999999999999167e-02
-6.250000000000000000e-02 -3.749999999999999167e-02
6.250000000000001388e-02 -3.749999999999999167e-02
8.750000000000000833e-02 -3.749999999999999167e-02
-8.749999999999999445e-02 -1.249999999999999722e-02
-6.250000000000000000e-02 -1.249999999999999722e-02
6.250000000000001388e-02 -1.249999999999999722e-02
8.750000000000000833e-02 -1.249999999999999722e-02
-8.749999999999999445e-02 1.249999999999999722e-02
-6.250000000000000000e-02 1.249999999999999722e-02
6.250000000000001388e-02 1.249999999999999722e-02
8.750000000000000833e-02 1.249999999999999722e-02
-8.749999999999999445e-02 3.750000000000001943e-02
-6.250000000000000000e-02 3.750000000000001943e-02
6.250000000000001388e-02 3.750000000000001943e-02
8.750000000000000833e-02 3.750000000000001943e-02
-8.749999999999999445e-02 6.250000000000001388e-02
-6.250000000000000000e-02 6.250000000000001388e-02
-3.749999999999999167e-02 6.250000000000001388e-02
-1.249999999999999722e-02 6.250000000000001388e-02
1.249999999999999722e-02 6.250000000000001388e-02
3.750000000000001943e-02 6.250000000000001388e-02
6.250000000000001388e-02 6.250000000000001388e-02
8.750000000000000833e-02 6.250000000000001388e-02
-6.250000000000000000e-02 8.750000000000000833e-02
-3.749999999999999167e-02 8.750000000000000833e-02
-1.249999999999999722e-02 8.750000000000000833e-02
1.249999999999999722e-02 8.750000000000000833e-02
3.750000000000001943e-02 8.750000000000000833e-02
6.250000000000001388e-02 8.750000000000000833e-02
-3.125000000000000000e-02 -4.374999999999999722e-02
-1.874999999999999584e-02 -4.374999999999999722e-02
-6.249999999999998612e-03 -4.374999999999999722e-02
6.249999999999998612e-03 -4.374999999999999722e-02
1.875000000000000971e-02 -4.374999999999999722e-02
3.125000000000000694e-02 -4.374999999999999722e-02
-4.374999999999999722e-02 -3.125000000000000000e-02
-3.125000000000000000e-02 -3.125000000000000000e-02
-1.874999999999999584e-02 -3.125000000000000000e-02
-6.249999999999998612e-03 -3.125000000000000000e-02
6.249999999999998612e-03 -3.125000000000000000e-02
1.875000000000000971e-02 -3.125000000000000000e-02
3.125000000000000694e-02 -3.125000000000000000e-02
4.375000000000000416e-02 -3.125000000000000000e-02
-4.374999999999999722e-02 -1.874999999999999584e-02
-3.125000000000000000e-02 -1.874999999999999584e-02
3.125000000000000694e-02 -1.874999999999999584e-02
4.375000000000000416e-02 -1.874999999999999584e-02
-4.374999999999999722e-02 -6.249999999999998612e-03
-3.125000000000000000e-02 -6.249999999999998612e-03
3.125000000000000694e-02 -6.249999999999998612e-03
4.375000000000000416e-02 -6.249999999999998612e-03
-4.374999999999999722e-02 6.249999999999998612e-03
-3.125000000000000000e-02 6.249999999999998612e-03
3.125000000000000694e-02 6.249999999999998612e-03
4.375000000000000416e-02 6.249999999999998612e-03
-4.374999999999999722e-02 1.875000000000000971e-02
-3.125000000000000000e-02 1.875000000000000971e-02
3.125000000000000694e-02 1.875000000000000971e-02
4.375000000000000416e-02 1.875000000000000971e-02
-4.374999999999999722e-02 3.125000000000000694e-02
-3.125000000000000000e-02 3.125000000000000694e-02
-1.874999999999999584e-02 3.125000000000000694e-02
-6.249999999999998612e-03 3.125000000000000694e-02
6.249999999999998612e-03 3.125000000000000694e-02
1.875000000000000971e-02 3.125000000000000694e-02
3.125000000000000694e-02 3.125000000000000694e-02
4.375000000000000416e-02 3.125000000000000694e-02
-3.125000000000000000e-02 4.375000000000000416e-02
-1.874999999999999584e-02 4.375000000000000416e-02
-6.249999999999998612e-03 4.375000000000000416e-02
6.249999999999998612e-03 4.375000000000000416e-02
1.875000000000000971e-02 4.375000000000000416e-02
3.125000000000000694e-02 4.375000000000000416e-02
